date_raw	event_raw	sport_raw	location_raw	status_raw	winner_raw	source	source_url	source_table_index	source_heading	source_month	row_order	date	event	sport	location	sort_start_date	sort_end_date	final_row_key	is_valid_final_row	drop_reason	duplicate_exact	duplicate_exact_preferred	keep_final_row
25. Mai – 7. Jun.	U-17-Europameisterschaft	Fußball	Estland			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	4	Mai		99		U-17-Europameisterschaft	Fußball	Estland				False	unparseable_date	False	False	False
26. Mai – 31. Mai	Weltmeisterschaft	Powerchairhockey	Nastola			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	4	Mai		100		Weltmeisterschaft	Powerchairhockey	Nastola				False	unparseable_date	False	False	False
27. Mai – 31. Mai	Europameisterschaften	Rhythmische Sportgymnastik	Warna			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	4	Mai		101		Europameisterschaften	Rhythmische Sportgymnastik	Warna				False	unparseable_date	False	False	False
27. Mai	UEFA Conference League Finale	Fußball	Leipzig			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	4	Mai		102		UEFA Conference League Finale	Fußball	Leipzig				False	unparseable_date	False	False	False
28. Mai	Finale der Premier League Darts	Darts	London			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	4	Mai		103		Finale der Premier League Darts	Darts	London				False	unparseable_date	False	False	False
29. Mai – 31. Mai	Baltic Sea Darts Open	Darts	Kiel			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	4	Mai		104		Baltic Sea Darts Open	Darts	Kiel				False	unparseable_date	False	False	False
30. Mai	UEFA-Champions-League-Finale	Fußball	Budapest			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	4	Mai		105		UEFA-Champions-League-Finale	Fußball	Budapest				False	unparseable_date	False	False	False
30. Mai – 7. Juni	Giro d’Italia Women	Radsport	Italien			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	4	Mai		106		Giro d’Italia Women	Radsport	Italien				False	unparseable_date	False	False	False
1. Jun. – 7. Jun.	3×3-Weltmeisterschaft	Basketball	Warschau			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		107		3×3-Weltmeisterschaft	Basketball	Warschau				False	unparseable_date	False	False	False
5. Jun. – 6. Jun.	Nordic Darts Masters	Darts	Frederiksberg			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		108		Nordic Darts Masters	Darts	Frederiksberg				False	unparseable_date	False	False	False
7. Jun. – 14. Jun.	Critérium du Dauphiné	Radsport	Frankreich			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		109		Critérium du Dauphiné	Radsport	Frankreich				False	unparseable_date	False	False	False
11. Jun. – 14. Jun.	Kanurennsport-Europameisterschaften	Kanusport	Montemor-o-Velho			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		110		Kanurennsport-Europameisterschaften	Kanusport	Montemor-o-Velho				False	unparseable_date	False	False	False
11. Jun. – 14. Jun.	World Cup of Darts	Darts	Frankfurt am Main			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		111		World Cup of Darts	Darts	Frankfurt am Main				False	unparseable_date	False	False	False
11. Jun. – 19. Jul.	Weltmeisterschaft	Fußball	Kanada Mexiko Vereinigte Staaten			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		112		Weltmeisterschaft	Fußball	Kanada Mexiko Vereinigte Staaten				False	unparseable_date	False	False	False
12. Jun. – 14. Jun.	3v3-Weltmeisterschaft	Unihockey/Floorball	San Lorenzo de El Escorial			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		113		3v3-Weltmeisterschaft	Unihockey/Floorball	San Lorenzo de El Escorial				False	unparseable_date	False	False	False
13. Jun. – 14. Jun.	Europameisterschaften	Triathlon	Tarragona			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		114		Europameisterschaften	Triathlon	Tarragona				False	unparseable_date	False	False	False
14. Jun.	Copenhagen Sprint	Radsport	Dänemark			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		115		Copenhagen Sprint	Radsport	Dänemark				False	unparseable_date	False	False	False
16. Jun. – 21. Jun.	Europameisterschaften	Fechten	Antony			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		116		Europameisterschaften	Fechten	Antony				False	unparseable_date	False	False	False
16. Jun. – 26. Jun.	Junioren-Weltmeisterschaften	Schießen	Suhl			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		117		Junioren-Weltmeisterschaften	Schießen	Suhl				False	unparseable_date	False	False	False
17. Jun. – 21. Jun.	Tour de Suisse	Radsport	Schweiz Italien			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		118		Tour de Suisse	Radsport	Schweiz Italien				False	unparseable_date	False	False	False
19. Jun. – 21. Jun.	Slovak Darts Open	Darts	Bratislava			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		119		Slovak Darts Open	Darts	Bratislava				False	unparseable_date	False	False	False
22. Jun. – 28. Jun.	Kanumarathon-Europameisterschaften	Kanusport	Pitești			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		120		Kanumarathon-Europameisterschaften	Kanusport	Pitești				False	unparseable_date	False	False	False
25. Jun. – 26. Jun.	US Darts Masters	Darts	New York City			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		121		US Darts Masters	Darts	New York City				False	unparseable_date	False	False	False
24. Jun. – 28. Jun.	BMX-Rennsport-Europameisterschaften	Radsport	Sarrians			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		122		BMX-Rennsport-Europameisterschaften	Radsport	Sarrians				False	unparseable_date	False	False	False
28. Jun. – 11. Jul.	U-19-Europameisterschaft	Fußball	Wales			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		123		U-19-Europameisterschaft	Fußball	Wales				False	unparseable_date	False	False	False
29. Jun. – 12. Jul.	Wimbledon Championships	Tennis	London			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	5	Juni		124		Wimbledon Championships	Tennis	London				False	unparseable_date	False	False	False
4. Jul. – 26. Jul.	Tour de France 2026	Radsport	Frankreich Spanien			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		125		Tour de France 2026	Radsport	Frankreich Spanien				False	unparseable_date	False	False	False
7. Jul. – 12. Jul.	Bahnradsport-Europameisterschaften der Junioren und U23	Radsport	Cottbus			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		126		Bahnradsport-Europameisterschaften der Junioren und U23	Radsport	Cottbus				False	unparseable_date	False	False	False
10. Jul. – 12. Jul.	Deutsches Meisterschaftsrudern (Großboote)	Rudern	Krefeld			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		127		Deutsches Meisterschaftsrudern (Großboote)	Rudern	Krefeld				False	unparseable_date	False	False	False
10. Jul. – 12. Jul.	European Darts Open	Darts	Leverkusen			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		128		European Darts Open	Darts	Leverkusen				False	unparseable_date	False	False	False
18. Jul. – 19. Jul.	BMX-Rennsport-Weltmeisterschaften	Radsport	Brisbane			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		129		BMX-Rennsport-Weltmeisterschaften	Radsport	Brisbane				False	unparseable_date	False	False	False
18. Jul. – 26. Jul.	World Matchplay	Darts	Blackpool			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		130		World Matchplay	Darts	Blackpool				False	unparseable_date	False	False	False
20. Jul. – 25. Jul.	Kanuslalom-Weltmeisterschaften	Kanusport	Oklahoma City			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		131		Kanuslalom-Weltmeisterschaften	Kanusport	Oklahoma City				False	unparseable_date	False	False	False
22. Jul. – 30. Jul.	Weltmeisterschaften	Fechten	Hongkong			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		132		Weltmeisterschaften	Fechten	Hongkong				False	unparseable_date	False	False	False
23. Jul. – 26. Jul.	Die Finals – Hannover 2026	Multisportveranstaltung	Hannover			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		133		Die Finals – Hannover 2026	Multisportveranstaltung	Hannover				False	unparseable_date	False	False	False
23. Jul. – 2. Aug.	Commonwealth Games	Multisportveranstaltung	Glasgow			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		134		Commonwealth Games	Multisportveranstaltung	Glasgow				False	unparseable_date	False	False	False
24. Jul. – 26. Jul.	Deutsche Meisterschaften	Leichtathletik	Bochum			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		135		Deutsche Meisterschaften	Leichtathletik	Bochum				False	unparseable_date	False	False	False
24. Jul. – 8. Aug.	Zentralamerika- und Karibikspiele	Multisportveranstaltung	Santo Domingo			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		136		Zentralamerika- und Karibikspiele	Multisportveranstaltung	Santo Domingo				False	unparseable_date	False	False	False
26. Jul.	Women’s World Matchplay	Darts	Blackpool			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		137		Women’s World Matchplay	Darts	Blackpool				False	unparseable_date	False	False	False
29. Jul. – 2. Aug.	Mountainbike-Europameisterschaften	Radsport	Monte Tamaro			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		138		Mountainbike-Europameisterschaften	Radsport	Monte Tamaro				False	unparseable_date	False	False	False
31. Jul. – 2. Aug.	Europameisterschaften	Rudern	Varese			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		139		Europameisterschaften	Rudern	Varese				False	unparseable_date	False	False	False
31. Jul. – 16. Aug.	Europameisterschaften	Schwimmsport	Paris			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	6	Juli		140		Europameisterschaften	Schwimmsport	Paris				False	unparseable_date	False	False	False
1. Aug. – 9. Aug.	Tour de France Femmes 2026	Radsport	Frankreich Schweiz			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		141		Tour de France Femmes 2026	Radsport	Frankreich Schweiz				False	unparseable_date	False	False	False
3. Aug.	Europameisterschaften	Moderner Fünfkampf	Istanbul			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		142		Europameisterschaften	Moderner Fünfkampf	Istanbul				False	unparseable_date	False	False	False
10. Aug. – 16. Aug.	Europameisterschaften	Leichtathletik	Birmingham			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		143		Europameisterschaften	Leichtathletik	Birmingham				False	unparseable_date	False	False	False
10. Aug. – 17. Aug.	470er Weltmeisterschaften	Segeln	Fujisawa			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		144		470er Weltmeisterschaften	Segeln	Fujisawa				False	unparseable_date	False	False	False
11. Aug. – 23. Aug.	FEI Weltmeisterschaften	Reiten	Aachen			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		145		FEI Weltmeisterschaften	Reiten	Aachen				False	unparseable_date	False	False	False
12. Aug. – 16. Aug.	Weltmeisterschaften	Rhythmische Sportgymnastik	Frankfurt am Main			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		146		Weltmeisterschaften	Rhythmische Sportgymnastik	Frankfurt am Main				False	unparseable_date	False	False	False
13. Aug. – 16. Aug.	Weltmeisterschaft	Flag Football	Düsseldorf			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		147		Weltmeisterschaft	Flag Football	Düsseldorf				False	unparseable_date	False	False	False
13. Aug. – 23. Aug.	Europameisterschaften	Turnen	Zagreb			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		148		Europameisterschaften	Turnen	Zagreb				False	unparseable_date	False	False	False
14. Aug. – 15. Aug.	New Zealand Darts Masters	Darts	Auckland			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		149		New Zealand Darts Masters	Darts	Auckland				False	unparseable_date	False	False	False
15. Aug. – 30. Aug.	Feldhockey-Weltmeisterschaft der Herren	Hockey	Wavre Amstelveen			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		150		Feldhockey-Weltmeisterschaft der Herren	Hockey	Wavre Amstelveen				False	unparseable_date	False	False	False
15. Aug. – 30. Aug.	Feldhockey-Weltmeisterschaft der Damen	Hockey	Wavre Amstelveen			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		151		Feldhockey-Weltmeisterschaft der Damen	Hockey	Wavre Amstelveen				False	unparseable_date	False	False	False
17. Aug. – 23. Aug.	Weltmeisterschaften	Badminton	Neu Delhi			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		152		Weltmeisterschaften	Badminton	Neu Delhi				False	unparseable_date	False	False	False
21. Aug. – 22. Aug.	Australian Darts Masters	Darts	Wollongong			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		153		Australian Darts Masters	Darts	Wollongong				False	unparseable_date	False	False	False
21. Aug. – 3. Sep.	Mittelmeerspiele	Multisportveranstaltung	Tarent			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		154		Mittelmeerspiele	Multisportveranstaltung	Tarent				False	unparseable_date	False	False	False
21. Aug. – 6. Sep.	Europameisterschaft der Frauen	Volleyball	Türkei Tschechien Aserbaidschan Schweden			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		155		Europameisterschaft der Frauen	Volleyball	Türkei Tschechien Aserbaidschan Schweden				False	unparseable_date	False	False	False
23. Aug. – 30. Aug.	ILCA 7 Weltmeisterschaften der Männer	Segeln	Dún Laoghaire			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		156		ILCA 7 Weltmeisterschaften der Männer	Segeln	Dún Laoghaire				False	unparseable_date	False	False	False
24. Aug. – 30. Aug.	Weltmeisterschaften	Rudern	Amsterdam			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		157		Weltmeisterschaften	Rudern	Amsterdam				False	unparseable_date	False	False	False
26. Aug. – 30. Aug.	Mountainbike-Weltmeisterschaften	Radsport	Val di Sole			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		158		Mountainbike-Weltmeisterschaften	Radsport	Val di Sole				False	unparseable_date	False	False	False
26. Aug. – 30. Aug.	Kanurennsport-Weltmeisterschaften	Kanusport	Posen			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		159		Kanurennsport-Weltmeisterschaften	Kanusport	Posen				False	unparseable_date	False	False	False
31. Aug. – 13. Sep.	US Open	Tennis	New York City			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	7	August		160		US Open	Tennis	New York City				False	unparseable_date	False	False	False
1. Sep. – 5. Sep.	3×3-Europameisterschaft	Basketball	Antwerpen			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		161		3×3-Europameisterschaft	Basketball	Antwerpen				False	unparseable_date	False	False	False
4. Sep. – 6. Sep.	Czech Darts Open	Darts	Prag			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		162		Czech Darts Open	Darts	Prag				False	unparseable_date	False	False	False
4. Sep. – 12. Sep.	iQFoiL Weltmeisterschaften	Segeln	Weymouth			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		163		iQFoiL Weltmeisterschaften	Segeln	Weymouth				False	unparseable_date	False	False	False
1. Sep. – 5. Sep.	Weltmeisterschaft der Damen	Basketball	Berlin			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		164		Weltmeisterschaft der Damen	Basketball	Berlin				False	unparseable_date	False	False	False
5. Sep. – 12. Sep.	ILCA 6 Weltmeisterschaften der Frauen	Segeln	Dún Laoghaire			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		165		ILCA 6 Weltmeisterschaften der Frauen	Segeln	Dún Laoghaire				False	unparseable_date	False	False	False
4. Sep. – 13. Sep.	Weltmeisterschaften	Ringen	Manama			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		166		Weltmeisterschaften	Ringen	Manama				False	unparseable_date	False	False	False
5. Sep. – 14. Sep.	U-20-Weltmeisterschaft der Frauen	Fußball	Polen			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		167		U-20-Weltmeisterschaft der Frauen	Fußball	Polen				False	unparseable_date	False	False	False
5. Sep. – 27. Sep.	U-20-Weltmeisterschaft der Frauen	Fußball	Polen			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		168		U-20-Weltmeisterschaft der Frauen	Fußball	Polen				False	unparseable_date	False	False	False
9. Sep. – 26. Sep.	Europameisterschaft der Männer	Volleyball	Italien Bulgarien Rumänien Finnland			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		169		Europameisterschaft der Männer	Volleyball	Italien Bulgarien Rumänien Finnland				False	unparseable_date	False	False	False
11. Sep. – 13. Sep.	Flanders Darts Trophy	Darts	Antwerpen			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		170		Flanders Darts Trophy	Darts	Antwerpen				False	unparseable_date	False	False	False
12. Sep. – 26. Sep.	Südamerikaspiele	Multisportveranstaltung	Provinz Santa Fe			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		171		Südamerikaspiele	Multisportveranstaltung	Provinz Santa Fe				False	unparseable_date	False	False	False
15. Sep. – 26. Sep.	European Boxing Championships	Boxen	Sofia			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		172		European Boxing Championships	Boxen	Sofia				False	unparseable_date	False	False	False
17. Sep. – 20. Sep.	World Series of Darts Finals	Darts	Amsterdam			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		173		World Series of Darts Finals	Darts	Amsterdam				False	unparseable_date	False	False	False
19. Sep. – 4. Okt.	Asienspiele	Multisportveranstaltung	Präfektur Aichi Nagoya			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		174		Asienspiele	Multisportveranstaltung	Präfektur Aichi Nagoya				False	unparseable_date	False	False	False
20. Sep. – 27. Sep.	Straßenradsport-Weltmeisterschaften	Radsport	Montreal			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		175		Straßenradsport-Weltmeisterschaften	Radsport	Montreal				False	unparseable_date	False	False	False
23. Sep. – 27. Sep.	Kanuslalom-Europameisterschaften	Kanusport	Ivrea			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		176		Kanuslalom-Europameisterschaften	Kanusport	Ivrea				False	unparseable_date	False	False	False
27. Sep. – 13. Okt.	Europameisterschaften mit der Flinte	Schießen	Athen			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		177		Europameisterschaften mit der Flinte	Schießen	Athen				False	unparseable_date	False	False	False
28. Sep. – 4. Okt.	World Grand Prix	Darts	Leicester			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	8	September		178		World Grand Prix	Darts	Leicester				False	unparseable_date	False	False	False
3. Okt. – 7. Okt.	Straßenradsport-Europameisterschaften	Radsport	Ljubljana			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	9	Oktober		179		Straßenradsport-Europameisterschaften	Radsport	Ljubljana				False	unparseable_date	False	False	False
4. Okt. – 11. Okt.	Weltmeisterschaften	Judo	Baku			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	9	Oktober		180		Weltmeisterschaften	Judo	Baku				False	unparseable_date	False	False	False
9. Okt. – 11. Okt.	Swiss Darts Trophy	Darts	Basel			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	9	Oktober		181		Swiss Darts Trophy	Darts	Basel				False	unparseable_date	False	False	False
11. Okt.	Ironman World Championship	Triathlon	Kailua Kona			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	9	Oktober		182		Ironman World Championship	Triathlon	Kailua Kona				False	unparseable_date	False	False	False
11. Okt. – 18. Okt.	Europameisterschaft (Individualwettbewerbe)	Tischtennis	Ljubljana			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	9	Oktober		183		Europameisterschaft (Individualwettbewerbe)	Tischtennis	Ljubljana				False	unparseable_date	False	False	False
16. Okt. – 18. Okt.	Dutch Darts Championship	Darts	Maastricht			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	9	Oktober		184		Dutch Darts Championship	Darts	Maastricht				False	unparseable_date	False	False	False
18. Okt. – 21. Okt.	World Rowing Beach Sprint Finals	Küstenrudern	Qingdao			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	9	Oktober		185		World Rowing Beach Sprint Finals	Küstenrudern	Qingdao				False	unparseable_date	False	False	False
22. Okt. – 25. Okt.	European Darts Championship	Darts	Dortmund			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	9	Oktober		186		European Darts Championship	Darts	Dortmund				False	unparseable_date	False	False	False
22. Okt. – 25. Okt.	Kanumarathon-Weltmeisterschaften	Kanusport	Gualeguaychú			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	9	Oktober		187		Kanumarathon-Weltmeisterschaften	Kanusport	Gualeguaychú				False	unparseable_date	False	False	False
28. Okt. – 9. Nov.	Weltmeisterschaften	Gewichtheben	Ningbo			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	9	Oktober		188		Weltmeisterschaften	Gewichtheben	Ningbo				False	unparseable_date	False	False	False
31. Okt. – 13. Nov.	Olympische Jugend-Sommerspiele	Multisportveranstaltung	Dakar			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	9	Oktober		189		Olympische Jugend-Sommerspiele	Multisportveranstaltung	Dakar				False	unparseable_date	False	False	False
1. Nov. – 15. Nov.	Weltmeisterschaften	Sportschießen	Doha			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	10	November		190		Weltmeisterschaften	Sportschießen	Doha				False	unparseable_date	False	False	False
5. Nov. – 8. Nov.	Weltmeisterschaften	Trampolinturnen	Nanjing			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	10	November		191		Weltmeisterschaften	Trampolinturnen	Nanjing				False	unparseable_date	False	False	False
6. Nov. – 16. Nov.	Weltmeisterschaft der Frauen Top-Division	Eishockey	Herning Esbjerg			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	10	November		192		Weltmeisterschaft der Frauen Top-Division	Eishockey	Herning Esbjerg				False	unparseable_date	False	False	False
14. Nov. – 22. Nov.	Grand Slam of Darts	Darts	Wolverhampton			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	10	November		193		Grand Slam of Darts	Darts	Wolverhampton				False	unparseable_date	False	False	False
27. Nov. – 29. Nov.	Players Championship Finals	Darts	Minehead			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	10	November		194		Players Championship Finals	Darts	Minehead				False	unparseable_date	False	False	False
1. Dez. – 6. Dez.	Kurzbahnweltmeisterschaften	Schwimmsport	Peking			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	11	Dezember		195		Kurzbahnweltmeisterschaften	Schwimmsport	Peking				False	unparseable_date	False	False	False
3. Dez. – 20. Dez.	Europameisterschaft der Frauen	Handball	Katowice Cluj-Napoca Bratislava Brünn Antalya			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	11	Dezember		196		Europameisterschaft der Frauen	Handball	Katowice Cluj-Napoca Bratislava Brünn Antalya				False	unparseable_date	False	False	False
5. Dez. – 13. Dez.	Weltmeisterschaft der Herren	Unihockey/Floorball	Tampere			de	https://de.wikipedia.org/wiki/Portal:Sport/Sportkalender_2026	11	Dezember		197		Weltmeisterschaft der Herren	Unihockey/Floorball	Tampere				False	unparseable_date	False	False	False
